id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Enrichment
DMRTA2	ENSG00000142700	DMRTA2	63950	DMRTA2	-1.82335
DMRTB1	ENSG00000143006	DMRTB1	63948	DMRTB1	0.97018
DMRTC1	ENSG00000269502	DMRTC1	63947	DMRTC1	-1.28085
DMRTC1B	ENSG00000184911	DMRTC1B	728656	DMRTC1B	-0.532475
DMRTC2	ENSG00000142025	DMRTC2	63946	DMRTC2	-0.400995
DMTF1	ENSG00000135164	DMTF1	9988	DMTF1	-0.294135
DMTN	ENSG00000158856	DMTN	2039	DMTN	0.0328145
DMWD	ENSG00000185800	DMWD	1762	DMWD	1.052425
DMXL1	ENSG00000172869	DMXL1	1657	DMXL1	-0.253365
DMXL2	ENSG00000104093	DMXL2	23312	DMXL2	0.319183
DNA2	ENSG00000138346	DNA2	1763	DNA2	0.12667
DNAAF1	ENSG00000154099	DNAAF1	123872	DNAAF1	0.2158
DNAAF2	ENSG00000165506	DNAAF2	55172	DNAAF2	-0.676803
DNAAF3	ENSG00000167646	DNAAF3	352909	DNAAF3	-0.16914
DNAAF5	ENSG00000164818	DNAAF5	54919	DNAAF5	0.065645
DNAH1	ENSG00000114841	DNAH1	25981	DNAH1	-0.083636
DNAH10	ENSG00000197653	DNAH10	196385	DNAH10	0.378625
DNAH11	ENSG00000105877	DNAH11	8701	DNAH11	1.55245
DNAH12	ENSG00000174844	DNAH12	201625	DNAH12	-0.929535
DNAH14	ENSG00000185842	DNAH14	127602	DNAH14	-0.207785
DNAH17	ENSG00000187775	DNAH17	8632	DNAH17	-0.717605
DNAH2	ENSG00000183914	DNAH2	146754	DNAH2	0.526445
DNAH3	ENSG00000158486	DNAH3	55567	DNAH3	0.02804
DNAH5	ENSG00000039139	DNAH5	1767	DNAH5	1.2674
DNAH6	ENSG00000115423	DNAH6	1768	DNAH6	0.539815
DNAH7	ENSG00000118997	DNAH7	56171	DNAH7	-1.071035
DNAH8	ENSG00000124721	DNAH8	1769	DNAH8	-0.30636
DNAH9	ENSG00000007174	DNAH9	1770	DNAH9	-0.174005
DNAI1	ENSG00000122735	DNAI1	27019	DNAI1	0.28147
DNAI2	ENSG00000171595	DNAI2	64446	DNAI2	0.02205
DNAJA1	ENSG00000086061	DNAJA1	3301	DNAJA1	-0.62348
DNAJA2	ENSG00000069345	DNAJA2	10294	DNAJA2	-0.5876275
DNAJA3	ENSG00000103423	DNAJA3	9093	DNAJA3	-0.59964
DNAJA4	ENSG00000140403	DNAJA4	55466	DNAJA4	0.145545
DNAJB1	ENSG00000132002	DNAJB1	3337	DNAJB1	-0.376876
DNAJB11	ENSG00000090520	DNAJB11	51726	DNAJB11	0.50573
DNAJB12	ENSG00000148719	DNAJB12	54788	DNAJB12	0.94562
DNAJB13	ENSG00000187726	DNAJB13	374407	DNAJB13	1.36213
DNAJB14	ENSG00000164031	DNAJB14	79982	DNAJB14	0.80583
DNAJB2	ENSG00000135924	DNAJB2	3300	DNAJB2	0.11508
DNAJB3	ENSG00000227802	DNAJB3	414061	DNAJB3	0.21666
DNAJB4	ENSG00000162616	DNAJB4	11080	DNAJB4	-1.047895
DNAJB5	ENSG00000137094	DNAJB5	25822	DNAJB5	-0.587335
DNAJB6	ENSG00000105993	DNAJB6	10049	DNAJB6	0.7783785
DNAJB7	ENSG00000172404	DNAJB7	150353	DNAJB7	0.7087485
DNAJB8	ENSG00000179407	DNAJB8	165721	DNAJB8	0.2843365
DNAJB9	ENSG00000128590	DNAJB9	4189	DNAJB9	-0.36104
DNAJC1	ENSG00000136770	DNAJC1	64215	DNAJC1	-0.28418
DNAJC10	ENSG00000077232	DNAJC10	54431	DNAJC10	0.3308
DNAJC11	ENSG00000007923	DNAJC11	55735	DNAJC11	-0.43442
DNAJC12	ENSG00000108176	DNAJC12	56521	DNAJC12	-0.393365
DNAJC13	ENSG00000138246	DNAJC13	23317	DNAJC13	-0.130145
DNAJC14	ENSG00000135392	DNAJC14	85406	DNAJC14	-0.00354
DNAJC15	ENSG00000120675	DNAJC15	29103	DNAJC15	-0.294465
DNAJC16	ENSG00000116138	DNAJC16	23341	DNAJC16	1.57085
DNAJC17	ENSG00000104129	DNAJC17	55192	DNAJC17	0.281865
DNAJC18	ENSG00000170464	DNAJC18	202052	DNAJC18	0.48937
DNAJC19	ENSG00000205981	DNAJC19	131118	DNAJC19	-0.2866
DNAJC2	ENSG00000105821	DNAJC2	27000	DNAJC2	0.18625
DNAJC21	ENSG00000168724	DNAJC21	134218	DNAJC21	-0.446865
DNAJC22	ENSG00000178401	DNAJC22	79962	DNAJC22	-0.528985
DNAJC24	ENSG00000170946	DNAJC24	120526	DNAJC24	0.514995
DNAJC25	ENSG00000059769	DNAJC25	548645	DNAJC25	-0.202375
DNAJC27	ENSG00000115137	DNAJC27	51277	DNAJC27	0.962055
DNAJC28	ENSG00000177692	DNAJC28	54943	DNAJC28	-0.12549
DNAJC3	ENSG00000102580	DNAJC3	5611	DNAJC3	-0.675665
DNAJC30	ENSG00000176410	DNAJC30	84277	DNAJC30	0.036635
DNAJC4	ENSG00000110011	DNAJC4	3338	DNAJC4	-0.40141
DNAJC5	ENSG00000101152	DNAJC5	80331	DNAJC5	-0.3294375
DNAJC5B	ENSG00000147570	DNAJC5B	85479	DNAJC5B	0.508275
DNAJC5G	ENSG00000163793	DNAJC5G	285126	DNAJC5G	-0.00815500000000002
DNAJC6	ENSG00000116675	DNAJC6	9829	DNAJC6	0.33322
DNAJC7	ENSG00000168259	DNAJC7	7266	DNAJC7	-0.3328275
DNAJC8	ENSG00000126698	DNAJC8	22826	DNAJC8	-0.26475
DNAJC9	ENSG00000213551	DNAJC9	23234	DNAJC9	-0.6369
DNAL1	ENSG00000119661	DNAL1	83544	DNAL1	-1.2433
DNAL4	ENSG00000100246	DNAL4	10126	DNAL4	-1.0709605
DNALI1	ENSG00000163879	DNALI1	7802	DNALI1	0.30671
DNASE1	ENSG00000213918	DNASE1	1773	DNASE1	-0.610355
DNASE1L1	ENSG00000013563	DNASE1L1	1774	DNASE1L1	1.7612
DNASE1L2	ENSG00000167968	DNASE1L2	1775	DNASE1L2	0.700955
DNASE1L3	ENSG00000163687	DNASE1L3	1776	DNASE1L3	-0.35026
DNASE2	ENSG00000105612	DNASE2	1777	DNASE2	0.121563
DNASE2B	ENSG00000137976	DNASE2B	58511	DNASE2B	-1.174675
DND1	ENSG00000256453	DND1	373863	DND1	-0.101126335
DNER	ENSG00000187957	DNER	92737	DNER	0.01978
DNHD1	ENSG00000179532	DNHD1	144132	DNHD1	-0.103615
DNLZ	ENSG00000213221	DNLZ	728489	DNLZ	0.5615
DNM1	ENSG00000106976	DNM1	1759	DNM1	-0.2379325
DNM1L	ENSG00000087470	DNM1L	10059	DNM1L	0.472545
DNM2	ENSG00000079805	DNM2	1785	DNM2	0.721025
DNM3	ENSG00000197959	DNM3	26052	DNM3	-0.37729
DNMBP	ENSG00000107554	DNMBP	23268	DNMBP	-1.20419
DNMT1	ENSG00000130816	DNMT1	1786	DNMT1	0.066965
DNMT3A	ENSG00000119772	DNMT3A	1788	DNMT3A	-0.37971
DNMT3B	ENSG00000088305	DNMT3B	1789	DNMT3B	0.4976095
DNMT3L	ENSG00000142182	DNMT3L	29947	DNMT3L	-0.555025
DNPEP	ENSG00000123992	DNPEP	23549	DNPEP	-0.3436375
DNPH1	ENSG00000112667	DNPH1	10591	DNPH1	-0.04166
DNTT	ENSG00000107447	DNTT	1791	DNTT	-0.185705
DNTTIP1	ENSG00000101457	DNTTIP1	116092	DNTTIP1	-0.054085
DNTTIP2	ENSG00000067334	DNTTIP2	30836	DNTTIP2	-0.27621
DOC2A	ENSG00000149927	DOC2A	8448	DOC2A	0.0969385
DOC2B	ENSG00000272636	DOC2B	8447	DOC2B	0.655025
DOCK1	ENSG00000150760	DOCK1	1793	DOCK1	0.244795
DOCK10	ENSG00000135905	DOCK10	55619	DOCK10	-0.753585
DOCK11	ENSG00000147251	DOCK11	139818	DOCK11	0.03866
DOCK2	ENSG00000134516	DOCK2	1794	DOCK2	0.6412135
DOCK3	ENSG00000088538	DOCK3	1795	DOCK3	-0.437005
DOCK4	ENSG00000128512	DOCK4	9732	DOCK4	-0.44953
DOCK5	ENSG00000147459	DOCK5	80005	DOCK5	0.022122
DOCK6	ENSG00000130158	DOCK6	57572	DOCK6	-0.082563
DOCK7	ENSG00000116641	DOCK7	85440	DOCK7	0.1342
DOCK8	ENSG00000107099	DOCK8	81704	DOCK8	-0.31591
DOCK9	ENSG00000088387	DOCK9	23348	DOCK9	-0.71292
DOHH	ENSG00000129932	DOHH	83475	DOHH	-0.9651
DOK1	ENSG00000115325	DOK1	1796	DOK1	0.4493445
DOK2	ENSG00000147443	DOK2	9046	DOK2	0.2770275
DOK3	ENSG00000146094	DOK3	79930	DOK3	-0.48792
DOK4	ENSG00000125170	DOK4	55715	DOK4	-0.34017
DOK5	ENSG00000101134	DOK5	55816	DOK5	0.06362
DOK6	ENSG00000206052	DOK6	220164	DOK6	-0.347915
DOK7	ENSG00000175920	DOK7	285489	DOK7	-0.532275
DOLK	ENSG00000175283	DOLK	22845	DOLK	-1.6333
DOLPP1	ENSG00000167130	DOLPP1	57171	DOLPP1	-0.588625
DONSON	ENSG00000159147	DONSON	29980	DONSON	-0.212675
DOPEY1	ENSG00000083097	DOP1A	23033	DOP1A	-0.7004
DOPEY2	ENSG00000142197	DOP1B	9980	DOP1B	1.11875
DOT1L	ENSG00000104885	DOT1L	84444	DOT1L	2.05795
DPAGT1	ENSG00000172269	DPAGT1	1798	DPAGT1	0.08849
DPCD	ENSG00000166171	DPCD	25911	DPCD	0.527495
DPCR1	ENSG00000168631	MUCL3	135656	MUCL3	-1.06814
DPEP1	ENSG00000015413	DPEP1	1800	DPEP1	-0.10468
DPEP2	ENSG00000167261	DPEP2	64174	DPEP2	0.2211
DPEP3	ENSG00000141096	DPEP3	64180	DPEP3	-0.71978
DPF1	ENSG00000011332	DPF1	8193	DPF1	1.0963505
DPF2	ENSG00000133884	DPF2	5977	DPF2	-0.418645
DPF3	ENSG00000205683	DPF3	8110	DPF3	0.14562
DPH1	ENSG00000108963	DPH1	1801	DPH1	-1.086155
DPH2	ENSG00000132768	DPH2	1802	DPH2	0.396365
DPH3	ENSG00000154813	DPH3	285381	DPH3	-0.358125
DPH3P1	ENSG00000233838	DPH3P1	100132911	DPH3P1	-0.18965
DPH5	ENSG00000117543	DPH5	51611	DPH5	-0.66773
DPH6	ENSG00000134146	DPH6	89978	DPH6	-1.66862
DPH7	ENSG00000148399	DPH7	92715	DPH7	-0.00568
DPM1	ENSG00000000419	DPM1	8813	DPM1	-0.36365
DPM2	ENSG00000136908	DPM2	8818	DPM2	-0.649585
DPM3	ENSG00000179085	DPM3	54344	DPM3	0.23465
DPP10	ENSG00000175497	DPP10	57628	DPP10	-0.276725
DPP3	ENSG00000254986	DPP3	10072	DPP3	-0.06895
DPP4	ENSG00000197635	DPP4	1803	DPP4	0.1209724
DPP6	ENSG00000130226	DPP6	1804	DPP6	0.17232
DPP7	ENSG00000176978	DPP7	29952	DPP7	0.211975
DPP8	ENSG00000074603	DPP8	54878	DPP8	-0.33695
DPP9	ENSG00000142002	DPP9	91039	DPP9	-0.5111983
DPPA2	ENSG00000163530	DPPA2	151871	DPPA2	-0.12425
DPPA3	ENSG00000187569	DPPA3	359787	DPPA3	0.912445
DPPA4	ENSG00000121570	DPPA4	55211	DPPA4	0.343235
DPPA5	ENSG00000203909	DPPA5	340168	DPPA5	0.03802
DPRX	ENSG00000204595	DPRX	503834	DPRX	0.240032
DPT	ENSG00000143196	DPT	1805	DPT	-0.601115
DPY19L1	ENSG00000173852	DPY19L1	23333	DPY19L1	-0.4354405
DPY19L2	ENSG00000177990	DPY19L2	283417	DPY19L2	-0.00772499999999998
DPY19L3	ENSG00000178904	DPY19L3	147991	DPY19L3	-0.533145
DPY19L4	ENSG00000156162	DPY19L4	286148	DPY19L4	-0.009995
DPY30	ENSG00000162961	DPY30	84661	DPY30	-0.094605
DPYD	ENSG00000188641	DPYD	1806	DPYD	-0.70096
DPYS	ENSG00000147647	DPYS	1807	DPYS	-0.370895
DPYSL2	ENSG00000092964	DPYSL2	1808	DPYSL2	-0.430102
DPYSL3	ENSG00000113657	DPYSL3	1809	DPYSL3	1.18675
DPYSL4	ENSG00000151640	DPYSL4	10570	DPYSL4	-0.32454
DPYSL5	ENSG00000157851	DPYSL5	56896	DPYSL5	-0.721125
DQX1	ENSG00000144045	DQX1	165545	DQX1	0.050725
DR1	ENSG00000117505	DR1	1810	DR1	-0.059177
DRAM1	ENSG00000136048	DRAM1	55332	DRAM1	-0.059294
DRAM2	ENSG00000156171	DRAM2	128338	DRAM2	-0.543605
DRAP1	ENSG00000175550	DRAP1	10589	DRAP1	-1.22675
DRAXIN	ENSG00000162490	DRAXIN	374946	DRAXIN	0.2401
DRC1	ENSG00000157856	DRC1	92749	DRC1	-0.57376
DRC7	ENSG00000159625	DRC7	84229	DRC7	0.50674
DRD1	ENSG00000184845	DRD1	1812	DRD1	-0.775865
DRD2	ENSG00000149295	DRD2	1813	DRD2	-0.0225595
DRD3	ENSG00000151577	DRD3	1814	DRD3	-0.019525
DRD4	ENSG00000069696	DRD4	1815	DRD4	0.3000705
DRD5	ENSG00000169676	DRD5	1816	DRD5	-0.202795
DRG1	ENSG00000185721	DRG1	4733	DRG1	0.68595
DRG2	ENSG00000108591	DRG2	1819	DRG2	0.12951
DRGX	ENSG00000165606	DRGX	644168	DRGX	-0.48316
DRICH1	ENSG00000189269	DRICH1	51233	DRICH1	-0.361156
DROSHA	ENSG00000113360	DROSHA	29102	DROSHA	1.028625
DRP2	ENSG00000102385	DRP2	1821	DRP2	0.218155
DSC1	ENSG00000134765	DSC1	1823	DSC1	-0.03129
DSC2	ENSG00000134755	DSC2	1824	DSC2	-0.18606
DSC3	ENSG00000134762	DSC3	1825	DSC3	-0.884645
DSCAM	ENSG00000171587	DSCAM	1826	DSCAM	-0.00533
DSCAML1	ENSG00000177103	DSCAML1	57453	DSCAML1	-0.006105
DSCC1	ENSG00000136982	DSCC1	79075	DSCC1	0.7024
DSCR3	ENSG00000157538	VPS26C	10311	VPS26C	-0.6295376
DSCR4	ENSG00000184029	DSCR4	10281	DSCR4	-1.9015776
DSE	ENSG00000111817	DSE	29940	DSE	-1.29227
DSEL	ENSG00000171451	DSEL	92126	DSEL	0.476179
DSG1	ENSG00000134760	DSG1	1828	DSG1	-0.12089
DSG2	ENSG00000046604	DSG2	1829	DSG2	0.181975
DSG3	ENSG00000134757	DSG3	1830	DSG3	-0.158665
DSG4	ENSG00000175065	DSG4	147409	DSG4	0.23406
DSN1	ENSG00000149636	DSN1	79980	DSN1	0.4733825
DSP	ENSG00000096696	DSP	1832	DSP	-0.04204
DSPP	ENSG00000152591	DSPP	1834	DSPP	1.14605
DST	ENSG00000151914	DST	667	DST	0.40582
DSTN	ENSG00000125868	DSTN	11034	DSTN	-0.604075
DSTYK	ENSG00000133059	DSTYK	25778	DSTYK	-0.46925
DTD1	ENSG00000125821	DTD1	92675	DTD1	-0.350534
DTD2	ENSG00000129480	DTD2	112487	DTD2	0.557365
DTHD1	ENSG00000197057	DTHD1	401124	DTHD1	-0.320845
DTL	ENSG00000143476	DTL	51514	DTL	0.67081
DTNA	ENSG00000134769	DTNA	1837	DTNA	-0.409475
DTNB	ENSG00000138101	DTNB	1838	DTNB	0.07428
DTNBP1	ENSG00000047579	DTNBP1	84062	DTNBP1	-0.543035
DTWD1	ENSG00000104047	DTWD1	56986	DTWD1	0.18242
DTWD2	ENSG00000169570	DTWD2	285605	DTWD2	0.44749
DTX1	ENSG00000135144	DTX1	1840	DTX1	0.620685
DTX2	ENSG00000091073	DTX2	113878	DTX2	0.066372
DTX3	ENSG00000178498	DTX3	196403	DTX3	-0.336569
DTX3L	ENSG00000163840	DTX3L	151636	DTX3L	0.0604
DTX4	ENSG00000110042	DTX4	23220	DTX4	-0.83408
DTYMK	ENSG00000168393	DTYMK	1841	DTYMK	0.615035
DUOX1	ENSG00000137857	DUOX1	53905	DUOX1	0.1350015
DUOX2	ENSG00000140279	DUOX2	50506	DUOX2	-0.21607
DUOXA1	ENSG00000140254	DUOXA1	90527	DUOXA1	-0.70626
DUOXA2	ENSG00000140274	DUOXA2	405753	DUOXA2	0.76539
DUPD1	ENSG00000188716	DUSP29	338599	DUSP29	0.3179815
DUS1L	ENSG00000169718	DUS1L	64118	DUS1L	-0.672018
DUS2	ENSG00000167264	DUS2	54920	DUS2	-0.88518
DUS3L	ENSG00000141994	DUS3L	56931	DUS3L	-0.42331
DUS4L	ENSG00000105865	DUS4L	11062	DUS4L	0.38844
DUSP1	ENSG00000120129	DUSP1	1843	DUSP1	-0.35339
DUSP10	ENSG00000143507	DUSP10	11221	DUSP10	-0.413045
DUSP11	ENSG00000144048	DUSP11	8446	DUSP11	-0.07731
DUSP12	ENSG00000081721	DUSP12	11266	DUSP12	0.681135
DUSP13	ENSG00000079393	DUSP13B	51207	DUSP13B	-0.07987
DUSP14	ENSG00000276023	DUSP14	11072	DUSP14	0.0997
DUSP15	ENSG00000149599	DUSP15	128853	DUSP15	-0.43059
DUSP16	ENSG00000111266	DUSP16	80824	DUSP16	-0.047865
DUSP18	ENSG00000167065	DUSP18	150290	DUSP18	-0.33258
DUSP19	ENSG00000162999	DUSP19	142679	DUSP19	-1.5748
DUSP2	ENSG00000158050	DUSP2	1844	DUSP2	-0.697955
DUSP21	ENSG00000189037	DUSP21	63904	DUSP21	0.741115
DUSP22	ENSG00000112679	DUSP22	56940	DUSP22	-0.043055
DUSP23	ENSG00000158716	DUSP23	54935	DUSP23	-0.718735
DUSP27	ENSG00000198842	STYXL2	92235	STYXL2	0.56668
DUSP28	ENSG00000188542	DUSP28	285193	DUSP28	0.576615
DUSP3	ENSG00000108861	DUSP3	1845	DUSP3	-0.09965
DUSP4	ENSG00000120875	DUSP4	1846	DUSP4	-1.3565
DUSP5	ENSG00000138166	DUSP5	1847	DUSP5	-0.21138
DUSP6	ENSG00000139318	DUSP6	1848	DUSP6	-0.079765
DUSP7	ENSG00000164086	DUSP7	1849	DUSP7	0.71462
DUSP8	ENSG00000184545	DUSP8	1850	DUSP8	-0.61516
DUSP9	ENSG00000130829	DUSP9	1852	DUSP9	-1.16429
DUT	ENSG00000128951	DUT	1854	DUT	1.0325746
DUX4	ENSG00000260596	DUX4	100288687	DUX4	-0.4464105
DUXA	ENSG00000258873	DUXA	503835	DUXA	-0.0347
DVL1	ENSG00000107404	DVL1	1855	DVL1	-0.07171
DVL2	ENSG00000004975	DVL2	1856	DVL2	0.25284
DVL3	ENSG00000161202	DVL3	1857	DVL3	-0.74592
DXO	ENSG00000204348	DXO	1797	DXO	0.2041845
DYDC1	ENSG00000170788	DYDC1	143241	DYDC1	0.50787
DYDC2	ENSG00000133665	DYDC2	84332	DYDC2	-0.29483
DYM	ENSG00000141627	DYM	54808	DYM	0.71273
DYNAP	ENSG00000178690	DYNAP	284254	DYNAP	0.013305
DYNC1H1	ENSG00000197102	DYNC1H1	1778	DYNC1H1	-0.373345
DYNC1I1	ENSG00000158560	DYNC1I1	1780	DYNC1I1	-1.57426
DYNC1I2	ENSG00000077380	DYNC1I2	1781	DYNC1I2	-0.37179
DYNC1LI1	ENSG00000144635	DYNC1LI1	51143	DYNC1LI1	0.34666
DYNC1LI2	ENSG00000135720	DYNC1LI2	1783	DYNC1LI2	-0.12005
DYNC2H1	ENSG00000187240	DYNC2H1	79659	DYNC2H1	-0.77536
DYNC2LI1	ENSG00000138036	DYNC2LI1	51626	DYNC2LI1	0.344315
DYNLL1	ENSG00000088986	DYNLL1	8655	DYNLL1	-0.747345
DYNLL2	ENSG00000264364	DYNLL2	140735	DYNLL2	-0.29402
DYNLRB1	ENSG00000125971	DYNLRB1	83658	DYNLRB1	-0.4447725
DYNLRB2	ENSG00000168589	DYNLRB2	83657	DYNLRB2	0.20729
DYNLT1	ENSG00000146425	DYNLT1	6993	DYNLT1	0.96166
DYNLT3	ENSG00000165169	DYNLT3	6990	DYNLT3	-0.38566
DYRK1A	ENSG00000157540	DYRK1A	1859	DYRK1A	-0.98515
DYRK1B	ENSG00000105204	DYRK1B	9149	DYRK1B	0.521985
DYRK2	ENSG00000127334	DYRK2	8445	DYRK2	-0.10894
DYRK3	ENSG00000143479	DYRK3	8444	DYRK3	-0.2432205
DYRK4	ENSG00000010219	DYRK4	8798	DYRK4	0.508205
DYSF	ENSG00000135636	DYSF	8291	DYSF	-0.83298
DYTN	ENSG00000232125	DYTN	391475	DYTN	-0.9134
DYX1C1	ENSG00000256061	DNAAF4	161582	DNAAF4	0.1443
DZANK1	ENSG00000089091	DZANK1	55184	DZANK1	-0.7802
DZIP1	ENSG00000134874	DZIP1	22873	DZIP1	-0.444534
DZIP1L	ENSG00000158163	DZIP1L	199221	DZIP1L	-0.898425
DZIP3	ENSG00000198919	DZIP3	9666	DZIP3	-0.167435
E2F1	ENSG00000101412	E2F1	1869	E2F1	0.492621
E2F2	ENSG00000007968	E2F2	1870	E2F2	0.0151585
E2F3	ENSG00000112242	E2F3	1871	E2F3	0.583895
E2F4	ENSG00000205250	E2F4	1874	E2F4	0.10352
E2F5	ENSG00000133740	E2F5	1875	E2F5	-0.638175
E2F6	ENSG00000169016	E2F6	1876	E2F6	-0.16103
E2F7	ENSG00000165891	E2F7	144455	E2F7	0.09885
E2F8	ENSG00000129173	E2F8	79733	E2F8	0.218666
E4F1	ENSG00000167967	E4F1	1877	E4F1	-0.212215
EAF1	ENSG00000144597	EAF1	85403	EAF1	-0.26748
EAF2	ENSG00000145088	EAF2	55840	EAF2	1.97225
EAPP	ENSG00000129518	EAPP	55837	EAPP	-0.173
EARS2	ENSG00000103356	EARS2	124454	EARS2	-0.672045
EBAG9	ENSG00000147654	EBAG9	9166	EBAG9	-0.2129825
EBF1	ENSG00000164330	EBF1	1879	EBF1	-0.85276
EBF2	ENSG00000221818	EBF2	64641	EBF2	0.931305
EBF3	ENSG00000108001	EBF3	253738	EBF3	0.1036625
EBF4	ENSG00000088881	EBF4	57593	EBF4	-0.02408
EBI3	ENSG00000105246	EBI3	10148	EBI3	-1.07628
EBLN1	ENSG00000223601	EBLN1	340900	EBLN1	0.79178
EBLN2	ENSG00000255423	EBLN2	55096	EBLN2	-0.593355
EBNA1BP2	ENSG00000117395	EBNA1BP2	10969	EBNA1BP2	0.785315
EBP	ENSG00000147155	EBP	10682	EBP	0.3109795
EBPL	ENSG00000123179	EBPL	84650	EBPL	0.582165
ECD	ENSG00000122882	ECD	11319	ECD	-0.75877
ECE1	ENSG00000117298	ECE1	1889	ECE1	-0.190058
ECE2	ENSG00000145194	ECE2	9718	ECE2	0.1070035
ECEL1	ENSG00000171551	ECEL1	9427	ECEL1	0.78476
ECH1	ENSG00000104823	ECH1	1891	ECH1	-0.461185
ECHDC1	ENSG00000093144	ECHDC1	55862	ECHDC1	-1.083695
ECHDC2	ENSG00000121310	ECHDC2	55268	ECHDC2	0.145075
ECHDC3	ENSG00000134463	ECHDC3	79746	ECHDC3	-0.984125
ECHS1	ENSG00000127884	ECHS1	1892	ECHS1	-0.162605
ECI1	ENSG00000167969	ECI1	1632	ECI1	-0.695485
ECI2	ENSG00000198721	ECI2	10455	ECI2	-0.12335
ECM1	ENSG00000143369	ECM1	1893	ECM1	0.41093
ECM2	ENSG00000106823	ECM2	1842	ECM2	-0.38079916
ECSCR	ENSG00000249751	ECSCR	641700	ECSCR	-0.212035
ECSIT	ENSG00000130159	ECSIT	51295	ECSIT	-0.21049
ECT2	ENSG00000114346	ECT2	1894	ECT2	-0.722905
ECT2L	ENSG00000203734	ECT2L	345930	ECT2L	0.4654425
EDA	ENSG00000158813	EDA	1896	EDA	-0.1385
EDA2R	ENSG00000131080	EDA2R	60401	EDA2R	0.94268
EDAR	ENSG00000135960	EDAR	10913	EDAR	0.093915
EDARADD	ENSG00000186197	EDARADD	128178	EDARADD	0.438365
EDC3	ENSG00000179151	EDC3	80153	EDC3	0.121415
EDC4	ENSG00000038358	EDC4	23644	EDC4	-0.0388865
EDDM3A	ENSG00000181562	EDDM3A	10876	EDDM3A	-0.215628
EDDM3B	ENSG00000181552	EDDM3B	64184	EDDM3B	-0.134235
EDEM1	ENSG00000134109	EDEM1	9695	EDEM1	0.509945
EDEM2	ENSG00000088298	EDEM2	55741	EDEM2	0.37165
EDEM3	ENSG00000116406	EDEM3	80267	EDEM3	0.13551725
EDF1	ENSG00000107223	EDF1	8721	EDF1	-0.66382
EDIL3	ENSG00000164176	EDIL3	10085	EDIL3	0.4701675
EDN1	ENSG00000078401	EDN1	1906	EDN1	0.6251
EDN2	ENSG00000127129	EDN2	1907	EDN2	0.886425
EDN3	ENSG00000124205	EDN3	1908	EDN3	-0.191035
EDNRA	ENSG00000151617	EDNRA	1909	EDNRA	-0.22692
EDNRB	ENSG00000136160	EDNRB	1910	EDNRB	0.25055
EDRF1	ENSG00000107938	EDRF1	26098	EDRF1	-0.514975
EEA1	ENSG00000102189	EEA1	8411	EEA1	-0.60997
EED	ENSG00000074266	EED	8726	EED	0.501605
EEF1A1	ENSG00000156508	EEF1A1	1915	EEF1A1	-0.843595
EEF1A2	ENSG00000101210	EEF1A2	1917	EEF1A2	0.64954
EEF1B2	ENSG00000114942	EEF1B2	1933	EEF1B2	-1.82595
EEF1D	ENSG00000104529	EEF1D	1936	EEF1D	0.45713
EEF1E1	ENSG00000124802	EEF1E1	9521	EEF1E1	-0.01851
EEF1G	ENSG00000254772	EEF1G	1937	EEF1G	-0.679415
EEF2	ENSG00000167658	EEF2	1938	EEF2	0.436705
EEF2K	ENSG00000103319	EEF2K	29904	EEF2K	0.0138
EEF2KMT	ENSG00000118894	EEF2KMT	196483	EEF2KMT	-1.2368
EEFSEC	ENSG00000132394	EEFSEC	60678	EEFSEC	-0.122375
EEPD1	ENSG00000122547	EEPD1	80820	EEPD1	0.003883
EFCAB1	ENSG00000034239	CLXN	79645	CLXN	0.293065
EFCAB11	ENSG00000140025	EFCAB11	90141	EFCAB11	-0.71288
EFCAB12	ENSG00000172771	EFCAB12	90288	EFCAB12	0.0245
EFCAB13	ENSG00000178852	EFCAB13	124989	EFCAB13	0.661875
EFCAB14	ENSG00000159658	EFCAB14	9813	EFCAB14	-0.72801
EFCAB2	ENSG00000203666	EFCAB2	84288	EFCAB2	0.057205
EFCAB3	ENSG00000172421	EFCAB3	146779	EFCAB3	0.319875
EFCAB5	ENSG00000176927	EFCAB5	374786	EFCAB5	-0.03746
EFCAB6	ENSG00000186976	EFCAB6	64800	EFCAB6	-0.152886
EFCAB7	ENSG00000203965	EFCAB7	84455	EFCAB7	-0.021265
EFCAB9	ENSG00000214360	EFCAB9	285588	EFCAB9	0.39937
EFCC1	ENSG00000114654	EFCC1	79825	EFCC1	0.94131
EFEMP1	ENSG00000115380	EFEMP1	2202	EFEMP1	-1.347865
EFEMP2	ENSG00000172638	EFEMP2	30008	EFEMP2	-0.5130695
EFHB	ENSG00000163576	EFHB	151651	EFHB	-0.651925
EFHC1	ENSG00000096093	EFHC1	114327	EFHC1	-0.655
EFHC2	ENSG00000183690	EFHC2	80258	EFHC2	0.3619515
EFHD1	ENSG00000115468	EFHD1	80303	EFHD1	-0.000570000000000001
EFHD2	ENSG00000142634	EFHD2	79180	EFHD2	0.353255
EFNA1	ENSG00000169242	EFNA1	1942	EFNA1	1.23013
EFNA2	ENSG00000099617	EFNA2	1943	EFNA2	-0.18534
EFNA3	ENSG00000143590	EFNA3	1944	EFNA3	-1.307025
EFNA4	ENSG00000243364	EFNA4	1945	EFNA4	-0.07268
EFNA5	ENSG00000184349	EFNA5	1946	EFNA5	-0.75224
